         6225866 function calls (6187628 primitive calls) in 13.866 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.024    0.024 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:1(<module>)
      372    0.002    0.000    0.024    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1233(findfont)
     3094    0.015    0.000    0.023    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1975(rotate)
     3136    0.010    0.000    0.023    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:40(_wrapit)
       48    0.000    0.000    0.022    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:651(union)
      428    0.001    0.000    0.021    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1229(_cm_set)
     3975    0.003    0.000    0.021    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1782(transform)
      241    0.002    0.000    0.021    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:157(_reset_visual_defaults)
2917/2703    0.004    0.000    0.021    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:141(__exit__)
     2410    0.006    0.000    0.021    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:738(_convert_units)
    13020    0.009    0.000    0.021    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:158(invalidate)
25156/22045    0.013    0.000    0.020    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:317(stale)
    39186    0.020    0.000    0.020    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:113(__init__)
     4092    0.017    0.000    0.020    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2487(get_matrix)
     1718    0.001    0.000    0.019    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:649(__eq__)
     4388    0.003    0.000    0.019    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:416(pchanged)
      687    0.002    0.000    0.019    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:1391(_set_inaxes)
        1    0.000    0.000    0.019    0.019 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2160(wm_iconphoto)
        2    0.000    0.000    0.019    0.009 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:251(resize)
     1589    0.010    0.000    0.019    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:1743(normalize_kwargs)
      108    0.000    0.000    0.019    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:213(format_ticks)
       16    0.000    0.000    0.019    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageTk.py:99(__init__)
     7634    0.006    0.000    0.018    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1609(getint_event)
     4688    0.009    0.000    0.018    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2030(translate)
    66702    0.017    0.000    0.017    0.000 {built-in method math.exp}
  939/936    0.004    0.000    0.017    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1777(__eq__)
        2    0.000    0.000    0.017    0.008 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:4093(configure)
   116475    0.017    0.000    0.017    0.000 {method 'keys' of 'dict' objects}
     5290    0.012    0.000    0.017    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:2011(_setattr_cm)
       36    0.000    0.000    0.016    0.000 <frozen importlib._bootstrap>:566(module_from_spec)
      771    0.001    0.000    0.016    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:804(from_bounds)
       43    0.000    0.000    0.016    0.000 <frozen importlib._bootstrap>:1054(_find_spec)
        1    0.000    0.000    0.016    0.016 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:458(__init__)
        1    0.000    0.000    0.016    0.016 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:2645(__init__)
       29    0.000    0.000    0.016    0.001 <frozen importlib._bootstrap_external>:1007(get_code)
        1    0.000    0.000    0.016    0.016 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:601(__init__)
      258    0.000    0.000    0.016    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:279(__deepcopy__)
     3993    0.006    0.000    0.015    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1849(transform_affine)
       43    0.000    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:1496(find_spec)
        3    0.008    0.003    0.015    0.005 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\cbook.py:1363(_reshape_2D)
       43    0.000    0.000    0.015    0.000 <frozen importlib._bootstrap_external>:1464(_get_spec)
     9032    0.015    0.000    0.015    0.000 {method 'getint' of '_tkinter.tkapp' objects}
     2521    0.005    0.000    0.015    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:71(_wrapreduction)
        7    0.000    0.000    0.015    0.002 <frozen importlib._bootstrap_external>:1231(create_module)
        7    0.015    0.002    0.015    0.002 {built-in method _imp.create_dynamic}
    74755    0.015    0.000    0.015    0.000 c:\Users\arthu\Desktop\SistemasInteligentes-Trab1V2\simulated_annealing.py:65(get_total_weight)
    19352    0.011    0.000    0.015    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\__init__.py:703(_get)
 1766/883    0.003    0.000    0.015    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2439(inverted)
    25771    0.009    0.000    0.014    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:198(<lambda>)
      100    0.001    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:1604(find_spec)
    41826    0.014    0.000    0.014    0.000 c:\Users\arthu\Desktop\SistemasInteligentes-Trab1V2\simulated_annealing.py:19(__eq__)
      238    0.001    0.000    0.014    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:194(update)
        7    0.000    0.000    0.014    0.002 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:806(_Button)
     6463    0.014    0.000    0.014    0.000 {built-in method numpy.array}
     2348    0.005    0.000    0.014    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2576(__init__)
        6    0.000    0.000    0.014    0.002 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1108(set_clip_path)
     2322    0.013    0.000    0.014    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:368(bounds)
    10630    0.014    0.000    0.014    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.014    0.014 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1(<module>)
      104    0.001    0.000    0.013    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:772(set_clip_path)
        9    0.000    0.000    0.013    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:3193(open)
      584    0.001    0.000    0.012    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2251(inverted)
        7    0.000    0.000    0.012    0.002 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:727(_set_image_for_button)
      458    0.002    0.000    0.011    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:447(update_position)
13773/13020    0.010    0.000    0.011    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:167(_invalidate_internal)
     2560    0.004    0.000    0.011    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\colors.py:268(to_rgba)
     8766    0.009    0.000    0.011    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\_api\__init__.py:99(check_in_list)
       75    0.001    0.000    0.011    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:347(_apply_params)
      432    0.002    0.000    0.011    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:508(update_position)
     5956    0.004    0.000    0.011    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:269(convert_xunits)
        2    0.002    0.001    0.011    0.005 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\font_manager.py:1393(_findfont_cached)
     2321    0.002    0.000    0.011    0.000 {method 'max' of 'numpy.ndarray' objects}
      632    0.001    0.000    0.010    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:690(new_gc)
        1    0.000    0.000    0.010    0.010 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:169(__init__)
      677    0.003    0.000    0.010    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\_backend_tk.py:289(_event_mpl_coords)
       54    0.000    0.000    0.010    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:699(set_locs)
      238    0.000    0.000    0.010    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:1201(update)
      186    0.010    0.000    0.010    0.000 {built-in method nt.stat}
     1679    0.002    0.000    0.010    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:103(_stale_axes_callback)
      917    0.002    0.000    0.010    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1106(get_points)
        6    0.000    0.000    0.010    0.002 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:882(clear)
      632    0.003    0.000    0.010    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backend_bases.py:766(__init__)
       78    0.001    0.000    0.010    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:48(__init__)
    10175    0.010    0.000    0.010    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.010    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageTk.py:165(paste)
      241    0.000    0.000    0.009    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\text.py:1303(set_fontproperties)
       66    0.000    0.000    0.009    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:694(__init__)
     1584    0.001    0.000    0.009    0.000 {method 'min' of 'numpy.ndarray' objects}
      173    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
      372    0.001    0.000    0.009    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:413(iter_bezier)
       16    0.000    0.000    0.009    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageTk.py:62(_pyimagingtkcall)
       62    0.000    0.000    0.009    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1400(contains_branch_seperately)
     2321    0.001    0.000    0.009    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_methods.py:39(_amax)
    66702    0.009    0.000    0.009    0.000 {method 'random' of '_random.Random' objects}
      190    0.000    0.000    0.009    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:239(__array__)
      733    0.004    0.000    0.009    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:180(__init__)
       62    0.001    0.000    0.009    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1381(contains_branch)
       29    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1127(get_data)
     5954    0.003    0.000    0.009    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\artist.py:281(convert_yunits)
       54    0.001    0.000    0.009    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:1497(get_minorticklocs)
        1    0.000    0.000    0.009    0.009 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\backends\backend_macosx.py:1(<module>)
      536    0.005    0.000    0.008    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:626(translated)
        2    0.000    0.000    0.008    0.004 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\ImageTk.py:52(_get_image_from_kw)
      108    0.001    0.000    0.008    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:216(<listcomp>)
     2917    0.003    0.000    0.008    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:287(helper)
     1998    0.003    0.000    0.008    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1270(set_xdata)
     1584    0.001    0.000    0.008    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_methods.py:43(_amin)
     2046    0.004    0.000    0.008    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\patches.py:114(_process_radius)
      459    0.001    0.000    0.008    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\path.py:99(__init__)
     6708    0.003    0.000    0.008    0.000 <frozen abc>:117(__instancecheck__)
     1150    0.001    0.000    0.008    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:2836(min)
     1165    0.001    0.000    0.008    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\fromnumeric.py:2692(max)
 1166/670    0.001    0.000    0.008    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:2384(__eq__)
      104    0.000    0.000    0.008    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1029(get_path)
    52019    0.008    0.000    0.008    0.000 {method 'get' of 'dict' objects}
        9    0.000    0.000    0.008    0.001 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\PIL\Image.py:302(preinit)
      369    0.002    0.000    0.008    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\lib\stride_tricks.py:480(broadcast_arrays)
     1920    0.003    0.000    0.008    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\lines.py:1291(set_ydata)
  228/222    0.000    0.000    0.007    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axis.py:2265(getter)
    25483    0.007    0.000    0.007    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1929(get_matrix)
      786    0.004    0.000    0.007    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:572(__call__)
       62    0.000    0.000    0.007    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\transforms.py:1418(__sub__)
     1370    0.003    0.000    0.007    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\ticker.py:514(_format_maybe_minus_and_locale)
  297/279    0.000    0.000    0.007    0.000 C:\Users\arthu\AppData\Local\Programs\Python\Python311\Lib\site-packages\matplotlib\axes\_base.py:847(viewLim)
